Player,Question,Player's answer
RandomBot1,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot1,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot1,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot1,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot8,Kissing someone for one minute burns about 2 calories.,False
RandomBot8,Did Michael Jackson invent the moonwalk?,False
RandomBot8,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot8,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot8,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot8,Coca-Cola&#039;s original colour was green.,True
RandomBot8,Dihydrogen Monoxide is a dangerous chemical.,True
RandomBot8,Cucumbers are usually more than 90% water.,True
RandomBot8,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,False
RandomBot8,The Lego Group was founded in 1932.,False
RandomBot5,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot5,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot5,The color orange is named after the fruit.,False
RandomBot5,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot5,Kissing someone for one minute burns about 2 calories.,True
RandomBot5,The Lego Group was founded in 1932.,True
RandomBot5,Cucumbers are usually more than 90% water.,True
RandomBot5,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot5,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot16,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot16,The Great Wall of China is visible from the moon.,False
RandomBot16,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot16,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot16,Gumbo is a stew that originated in Louisiana.,True
RandomBot16,Haggis is traditionally ate on Burns Night.,True
RandomBot16,The color orange is named after the fruit.,True
RandomBot16,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot16,Slovakia is a member of European Union-,True
RandomBot19,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot19,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,True
RandomBot19,The Lego Group was founded in 1932.,True
RandomBot19,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot19,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot19,Coca-Cola&#039;s original colour was green.,False
RandomBot19,Nutella is produced by the German company Ferrero.,False
RandomBot19,French is an official language in Canada.,True
RandomBot19,Slovakia is a member of European Union-,True
RandomBot19,The National Animal of Scotland is the Unicorn.,True
RandomBot20,Slovakia is a member of European Union-,False
RandomBot20,The scientific name for the Southern Lights is Aurora Australis?,False
RandomBot20,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot20,Pure water effectively conducts electricity ,False
RandomBot20,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot20,Kissing someone for one minute burns about 2 calories.,False
RandomBot20,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot20,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot20,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,False
RandomBot20,Gumbo is a stew that originated in Louisiana.,False
RandomBot17,Kissing someone for one minute burns about 2 calories.,False
RandomBot17,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot17,Did Michael Jackson invent the moonwalk?,False
RandomBot17,The Lego Group was founded in 1932.,True
RandomBot17,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot17,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot17,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot17,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot17,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot17,Gumbo is a stew that originated in Louisiana.,False
RandomBot16,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot16,The National Animal of Scotland is the Unicorn.,True
RandomBot16,Slovakia is a member of European Union-,False
RandomBot16,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot16,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot16,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot16,Kissing someone for one minute burns about 2 calories.,False
RandomBot16,Haggis is traditionally ate on Burns Night.,True
RandomBot16,The French word to travel is &quot;Travail&quot;,False
RandomBot8,Coca-Cola&#039;s original colour was green.,False
RandomBot8,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot8,Pure water effectively conducts electricity ,False
RandomBot8,The color orange is named after the fruit.,False
RandomBot8,The Lego Group was founded in 1932.,False
RandomBot8,The scientific name for the Southern Lights is Aurora Australis?,False
RandomBot8,"When you cry in space, your tears stick to your face.",True
RandomBot8,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot8,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot17,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot17,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot17,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot17,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot17,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot17,A pasodoble is a type of Italian pasta sauce.,False
RandomBot17,Nutella is produced by the German company Ferrero.,False
RandomBot17,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot17,The Great Wall of China is visible from the moon.,False
RandomBot7,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot7,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot7,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot7,An eggplant is a vegetable.,True
RandomBot7,Did Michael Jackson invent the moonwalk?,False
RandomBot7,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot7,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot7,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot7,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot7,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot14,"When you cry in space, your tears stick to your face.",False
RandomBot14,The average woman is 5 inches / 13 centimeters shorter than the average man.,False
RandomBot14,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot14,A pasodoble is a type of Italian pasta sauce.,False
RandomBot14,The color orange is named after the fruit.,True
RandomBot14,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot14,The French word to travel is &quot;Travail&quot;,False
RandomBot14,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",True
RandomBot14,Coca-Cola&#039;s original colour was green.,False
RandomBot14,You are allowed to sell your soul on eBay.,True
RandomBot13,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot13,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot13,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot13,Pure water effectively conducts electricity ,False
RandomBot13,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot13,Cucumbers are usually more than 90% water.,True
RandomBot13,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,False
RandomBot13,The scientific name for the Southern Lights is Aurora Australis?,False
RandomBot13,Kissing someone for one minute burns about 2 calories.,True
RandomBot4,Did Michael Jackson invent the moonwalk?,False
RandomBot4,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot4,Slovakia is a member of European Union-,True
RandomBot4,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot4,Jingle Bells was originally meant for Thanksgiving,True
RandomBot4,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot4,Nutella is produced by the German company Ferrero.,False
RandomBot4,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,False
RandomBot4,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot8,Coca-Cola&#039;s original colour was green.,True
RandomBot8,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot8,"When you cry in space, your tears stick to your face.",True
RandomBot8,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot8,The vapor produced by e-cigarettes is actually water.,False
RandomBot8,Slovakia is a member of European Union-,True
RandomBot8,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,False
RandomBot8,The Lego Group was founded in 1932.,False
RandomBot8,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot8,Kissing someone for one minute burns about 2 calories.,False
RandomBot14,Coca-Cola&#039;s original colour was green.,False
RandomBot14,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot14,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot14,Pure water effectively conducts electricity ,False
RandomBot14,Slovakia is a member of European Union-,False
RandomBot14,Kissing someone for one minute burns about 2 calories.,True
RandomBot14,French is an official language in Canada.,False
RandomBot14,The Lego Group was founded in 1932.,False
RandomBot10,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot10,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot10,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot10,Gumbo is a stew that originated in Louisiana.,True
RandomBot10,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot10,"When you cry in space, your tears stick to your face.",False
RandomBot10,Pure water effectively conducts electricity ,False
RandomBot10,Nutella is produced by the German company Ferrero.,False
RandomBot10,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot10,The Great Wall of China is visible from the moon.,False
RandomBot9,Jingle Bells was originally meant for Thanksgiving,False
RandomBot9,Cucumbers are usually more than 90% water.,True
RandomBot9,Slovakia is a member of European Union-,False
RandomBot9,The National Animal of Scotland is the Unicorn.,True
RandomBot9,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot9,Coca-Cola&#039;s original colour was green.,True
RandomBot9,The French word to travel is &quot;Travail&quot;,False
RandomBot9,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot9,"When you cry in space, your tears stick to your face.",False
RandomBot5,Haggis is traditionally ate on Burns Night.,True
RandomBot5,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot5,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot5,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot5,Jingle Bells was originally meant for Thanksgiving,True
RandomBot5,Did Michael Jackson invent the moonwalk?,False
RandomBot5,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot5,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot5,The Lego Group was founded in 1932.,True
RandomBot12,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot12,The National Animal of Scotland is the Unicorn.,True
RandomBot12,Kissing someone for one minute burns about 2 calories.,True
RandomBot12,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot12,You are allowed to sell your soul on eBay.,False
RandomBot12,&quot;Santa Claus&quot; is a variety of melon.,False
RandomBot12,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot12,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot12,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot12,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot3,Cucumbers are usually more than 90% water.,True
RandomBot3,The sum of all the numbers on a roulette wheel is 666.,False
RandomBot3,The Lego Group was founded in 1932.,False
RandomBot3,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot9,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot9,A pasodoble is a type of Italian pasta sauce.,False
RandomBot9,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,False
RandomBot9,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",False
RandomBot9,Haggis is traditionally ate on Burns Night.,True
RandomBot9,The Great Wall of China is visible from the moon.,True
RandomBot9,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot9,Did Michael Jackson invent the moonwalk?,False
RandomBot9,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot9,You are allowed to sell your soul on eBay.,False
RandomBot6,Did Michael Jackson invent the moonwalk?,True
RandomBot6,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot6,Haggis is traditionally ate on Burns Night.,True
RandomBot6,An eggplant is a vegetable.,False
RandomBot6,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot6,The vapor produced by e-cigarettes is actually water.,False
RandomBot6,The color orange is named after the fruit.,False
RandomBot6,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot6,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot6,A pasodoble is a type of Italian pasta sauce.,True
RandomBot4,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot4,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot4,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot4,Slovakia is a member of European Union-,True
RandomBot4,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot4,The National Animal of Scotland is the Unicorn.,True
RandomBot4,Kissing someone for one minute burns about 2 calories.,True
RandomBot4,The color orange is named after the fruit.,True
RandomBot4,Cucumbers are usually more than 90% water.,True
RandomBot19,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,False
RandomBot19,Pure water effectively conducts electricity ,True
RandomBot19,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",False
RandomBot19,"When you cry in space, your tears stick to your face.",True
RandomBot19,The color orange is named after the fruit.,True
RandomBot7,Coca-Cola&#039;s original colour was green.,True
RandomBot7,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot7,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot7,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot7,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,False
RandomBot7,Slovakia is a member of European Union-,True
RandomBot7,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot7,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot7,Pure water effectively conducts electricity ,True
RandomBot10,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot10,Slovakia is a member of European Union-,True
RandomBot10,The French word to travel is &quot;Travail&quot;,False
RandomBot10,Coca-Cola&#039;s original colour was green.,False
RandomBot10,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot10,The National Animal of Scotland is the Unicorn.,True
RandomBot10,Pure water effectively conducts electricity ,True
RandomBot10,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot10,The vapor produced by e-cigarettes is actually water.,True
RandomBot10,Haggis is traditionally ate on Burns Night.,False
RandomBot10,Slovakia is a member of European Union-,False
RandomBot10,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot10,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot10,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,False
RandomBot1,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot1,Cucumbers are usually more than 90% water.,True
RandomBot1,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,False
RandomBot1,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot1,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot1,The Lego Group was founded in 1932.,True
RandomBot1,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot1,Gumbo is a stew that originated in Louisiana.,False
RandomBot1,Slovakia is a member of European Union-,True
RandomBot16,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot16,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot16,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,True
RandomBot16,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot16,Slovakia is a member of European Union-,False
RandomBot16,The Lego Group was founded in 1932.,True
RandomBot16,Coca-Cola&#039;s original colour was green.,False
RandomBot16,"When you cry in space, your tears stick to your face.",True
RandomBot18,Slovakia is a member of European Union-,True
RandomBot18,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot18,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot18,Jingle Bells was originally meant for Thanksgiving,True
RandomBot18,"When you cry in space, your tears stick to your face.",True
RandomBot18,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot18,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot18,Cucumbers are usually more than 90% water.,True
RandomBot18,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot18,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot14,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,True
RandomBot14,Cucumbers are usually more than 90% water.,False
RandomBot14,Kissing someone for one minute burns about 2 calories.,False
RandomBot14,Gumbo is a stew that originated in Louisiana.,True
RandomBot14,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",False
RandomBot14,Did Michael Jackson invent the moonwalk?,False
RandomBot14,The color orange is named after the fruit.,True
RandomBot14,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot14,Haggis is traditionally ate on Burns Night.,True
RandomBot14,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot15,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot15,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot15,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot15,Pure water effectively conducts electricity ,True
RandomBot15,Gumbo is a stew that originated in Louisiana.,False
RandomBot15,Did Michael Jackson invent the moonwalk?,True
RandomBot15,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot15,French is an official language in Canada.,True
RandomBot15,&quot;Santa Claus&quot; is a variety of melon.,False
RandomBot16,Coca-Cola&#039;s original colour was green.,False
RandomBot16,"In Scandinavian languages, the letter &Aring; means river.",True
RandomBot16,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot16,The term &quot;Spam&quot; came before the food product &quot;Spam&quot;.,False
RandomBot16,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot16,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot16,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot16,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot16,&quot;Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.&quot; is a grammatically correct sentence.,True
RandomBot16,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot8,Slovakia is a member of European Union-,True
RandomBot8,The color orange is named after the fruit.,True
RandomBot8,Cucumbers are usually more than 90% water.,False
RandomBot8,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot8,"The bikini is named after the &quot;Bikini Atoll&quot;, an island where the United States conducted tests on atomic bombs.",True
RandomBot8,The French word to travel is &quot;Travail&quot;,False
RandomBot8,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot8,Pure water effectively conducts electricity ,True
RandomBot1,Sitting for more than three hours a day can cut two years off a person&#039;s life expectancy.,True
RandomBot1,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot1,You are allowed to sell your soul on eBay.,False
RandomBot1,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot1,The vapor produced by e-cigarettes is actually water.,True
RandomBot1,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot1,The Lego Group was founded in 1932.,True
RandomBot1,Pure water effectively conducts electricity ,True
RandomBot1,Kissing someone for one minute burns about 2 calories.,True
RandomBot1,A pasodoble is a type of Italian pasta sauce.,False
RandomBot17,Slovakia is a member of European Union-,False
RandomBot17,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,True
RandomBot17,King Gizzard &amp; The Lizard Wizard&#039;s album &quot;Nonagon Infinity&quot; can be looped seamlessly.,False
RandomBot17,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot17,Kissing someone for one minute burns about 2 calories.,True
RandomBot17,Gumbo is a stew that originated in Louisiana.,False
RandomBot17,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot17,French is an official language in Canada.,False
RandomBot17,The commercial UK channel ITV stands for &quot;International Television&quot;.,False
RandomBot7,The commercial UK channel ITV stands for &quot;International Television&quot;.,True
RandomBot7,Nutella is produced by the German company Ferrero.,True
RandomBot7,Dihydrogen Monoxide is a dangerous chemical.,False
RandomBot7,French is an official language in Canada.,True
RandomBot7,Slovakia is a member of European Union-,False
RandomBot7,Gumbo is a stew that originated in Louisiana.,False
RandomBot7,The Great Wall of China is visible from the moon.,False
RandomBot7,Cucumbers are usually more than 90% water.,True
RandomBot7,The French word for &quot;glass&quot; is &quot;glace&quot;.,False
RandomBot6,The vapor produced by e-cigarettes is actually water.,False
RandomBot6,The commercial UK channel ITV stands for &quot;International Television&quot;.,True
RandomBot6,Coca-Cola&#039;s original colour was green.,False
RandomBot6,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot6,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot6,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot6,&quot;Santa Claus&quot; is a variety of melon.,True
RandomBot6,The color orange is named after the fruit.,False
RandomBot20,An eggplant is a vegetable.,False
RandomBot20,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot20,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",True
RandomBot20,The French word for &quot;glass&quot; is &quot;glace&quot;.,True
RandomBot20,SCP-173 was the first SCP article written for the web-based collaborative fiction project known as the &quot;SCP Foundation&quot;,True
RandomBot20,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,False
RandomBot20,French is an official language in Canada.,False
RandomBot20,Slovakia is a member of European Union-,False
RandomBot20,"Spoon theory is a theory, utilizing &quot;Spoons&quot; as a metaphor for energy they can use in a day.",True
RandomBot20,"In architecture, a &quot;pecklesteiner&quot; is a set of doors that overlap each other when closed, and can be locked through a single keyhole.",True
RandomBot10,The scientific name for the Southern Lights is Aurora Australis?,True
RandomBot10,Did Michael Jackson invent the moonwalk?,False
RandomBot10,Coca-Cola&#039;s original colour was green.,True
RandomBot10,&quot;Typewriter&quot; is the longest word that can be typed using only the first row on a QWERTY keyboard.,True
RandomBot10,The sum of all the numbers on a roulette wheel is 666.,False
RandomBot14,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot14,Gumbo is a stew that originated in Louisiana.,False
RandomBot14,Slovakia is a member of European Union-,True
RandomBot14,The pickled gherkin was first added to hamburgers because a US health law required all fast-food to include a source of Vitamin C.,False
RandomBot14,Coca-Cola&#039;s original colour was green.,False
RandomBot14,&quot;Santa Claus&quot; is a variety of melon.,False
RandomBot14,This is the correct spelling of &quot;Supercalifragilisticexpialidocious&quot;.,True
RandomBot14,The Lego Group was founded in 1932.,False
RandomBot4,The National Animal of Scotland is the Unicorn.,False
RandomBot4,"The word &quot;news&quot; originates from the first letters of the 4 main directions on a compass (North, East, West, South).",False
RandomBot4,Haggis is traditionally ate on Burns Night.,True
RandomBot4,"When you cry in space, your tears stick to your face.",False
RandomBot4,Jingle Bells was originally meant for Thanksgiving,False
RandomBot12,Pure water effectively conducts electricity ,True
RandomBot12,Haggis is traditionally ate on Burns Night.,False
RandomBot12,Stagecoach owned &quot;South West Trains&quot; before losing the rights to FirstGroup and MTR in March of 2017.,True
RandomBot12,The sum of all the numbers on a roulette wheel is 666.,True
RandomBot12,Nutella is produced by the German company Ferrero.,False
RandomBot12,"Kraft &quot;Cheez Whiz&quot; contains cheese culture, but doesn&#039;t actually contain cheese",False
RandomBot4,Coca-Cola&#039;s original colour was green.,False
RandomBot4,"In Scandinavian languages, the letter &Aring; means river.",False
RandomBot4,The average woman is 5 inches / 13 centimeters shorter than the average man.,True
RandomBot4,Slovakia is a member of European Union-,False
